1.42465753,19.109589,19.690411,20.0246575,20.0246575,20.0246575
1.59178082,11.1808219,13.9342466,15.6027397,16.0219178,18.6054795
0.591780822,0.75890411,2.0109589,2.84657534,5.76164384,6.93150685
0.591780822,0.843835616,0.926027397,1.0109589,1.17260274,8.34520548
-0.742465753,0.095890411,0.257534247,6.76438356,8.01643836,10.4328767
0.75890411,1.0109589,2.59452055,3.76164384,4.76164384,7.76438356
19.939726,20.0246575,20.0246575,20.0246575,20.0246575,20.0246575
9.43013699,10.8520548,12.1041096,13.0191781,13.6849315,15.6876712
6.01369863,7.17808219,7.84931507,8.34520548,8.68219178,10.1013699
3.59452055,3.92876712,4.42739726,5.84657534,6.68219178,12.4328767
5.34246575,8.2630137,16.6876712,16.769863,16.8547945,20.0246575
5.59452055,7.43013699,8.68219178,9.43013699,9.93150685,11.7671233
2.42739726,18.1068493,18.4383562,18.7726027,18.939726,19.6054795
0.676712329,0.843835616,1.09589041,1.42465753,1.75890411,6.68219178
7.76438356,10.7671233,12.5150685,13.0191781,13.3479452,15.0219178
4.42739726,5.92876712,7.10136986,7.68219178,8.10136986,11.1041096
0.676712329,15.1835616,16.8547945,17.2684932,18.2712329,19.4383562
1.50684932,7.10136986,13.1808219,16.5178082,16.6876712,16.9369863
4.17534247,5.84657534,6.93150685,8.01643836,8.84931507,12.5150685
0.095890411,4.50958904,5.34246575,7.10136986,7.68219178,10.8520548
-4.24383562,-0.660273973,0.095890411,10.1808219,10.5150685,12.0191781
1.59178082,2.84657534,3.17534247,5.17534247,5.50958904,5.92876712
0.926027397,5.34246575,9.34520548,10.1013699,10.3479452,13.6849315
20.0246575,20.0246575,20.0246575,20.0246575,20.0246575,20.0246575
-6.16164384,4.59452055,8.51232877,10.1808219,10.2657534,17.1835616
2.17534247,10.9342466,12.5150685,14.1041096,15.3506849,20.0246575
4.26027397,4.50958904,6.01369863,12.2657534,12.7671233,20.0246575
4.92876712,5.17534247,6.93150685,7.84931507,7.84931507,8.17808219
0.843835616,1.17260274,3.92876712,4.50958904,4.50958904,4.76164384
4.92876712,8.10136986,9.43013699,11.6849315,12.7671233,15.3506849
11.5150685,13.1041096,15.2684932,16.1835616,17.1835616,19.0246575
-11.0821918,0.095890411,0.843835616,1.09589041,2.09589041,3.34246575
12.5150685,13.6,14.9369863,16.0219178,16.5178082,19.109589
-6.58082192,9.59726027,10.0164384,10.6,10.9342466,12.1041096
0.17260274,0.926027397,2.67945205,3.67945205,5.26027397,14.5178082
15.769863,17.3506849,18.2712329,19.2712329,19.6054795,20.0246575
0.843835616,14.769863,15.3506849,15.769863,16.1068493,18.5205479
8.17808219,10.6849315,11.6849315,12.6,13.3479452,16.769863
4.42739726,4.76164384,6.43013699,6.84931507,20.0246575,20.0246575
0.095890411,0.591780822,2.26027397,2.59452055,3.26027397,7.68219178
0.424657534,1.50684932,2.17534247,7.43013699,10.7671233,16.2684932
0.75890411,9.2630137,11.3479452,12.1808219,13.0191781,14.9369863
0.17260274,10.6849315,11.4328767,12.0191781,13.2657534,15.2684932
15.9369863,19.5205479,20.0246575,20.0246575,20.0246575,20.0246575
0.506849315,0.843835616,1.33972603,1.50684932,1.75890411,6.43013699
0.339726027,0.591780822,0.591780822,0.676712329,0.75890411,2.26027397
0.75890411,7.51232877,9.01643836,9.76438356,10.1808219,12.1808219
0.17260274,1.42465753,1.59178082,2.84657534,2.92876712,5.26027397
-5.90958904,-4.57808219,0.095890411,0.339726027,0.676712329,2.50958904
5.50958904,5.67945205,5.84657534,5.92876712,6.01369863,6.84931507
16.0219178,16.4356164,16.8547945,20.0246575,20.0246575,20.0246575
-7.58082192,0.926027397,1.42465753,1.50684932,1.67671233,2.34246575
0.843835616,1.33972603,1.75890411,3.17534247,4.34246575,7.2630137
1.33972603,4.42739726,6.09863014,6.43013699,6.68219178,8.01643836
-4.74520548,0.591780822,0.75890411,0.843835616,1.0109589,5.76164384
-3.3260274,7.43013699,11.2657534,15.4356164,15.769863,17.8547945
14.0191781,18.1068493,18.5205479,20.0246575,20.0246575,20.0246575
-8.16164384,-5.3260274,-3.07671233,-2.6630137,1.59178082,2.17534247
13.0191781,15.1068493,19.5205479,20.0246575,20.0246575,20.0246575
0.591780822,1.09589041,1.59178082,8.01643836,8.76438356,13.1808219
8.01643836,10.1013699,10.7671233,11.6849315,12.1041096,14.1835616
0.75890411,3.59452055,12.3479452,14.5178082,15.769863,20.0246575
8.43013699,10.4328767,11.8520548,13.1041096,14.1041096,15.8547945
16.2684932,16.5178082,16.769863,20.0246575,20.0246575,20.0246575
