0	1136073600	2006	01	01	1	0.6	0.5	40000	-1111	0	-1111	4.79798	4.87908	4.8275	-1111	0	-1111	0	-1111	0	-1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49403	0	0	0	0	0	0	0	0.50597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49403	0	0	0	0	0	0	0	0.50597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	3434	
31	1138752000	2006	02	01	1	0.6	0.5	40094	-1111	0	-1111	8.41307	8.18284	8.6821	-1111	1727	-1111	1762	-1111	3380	-1111	0	0	0	0	0	0	0	0	0.000629882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.491152	0	0	0	0	0	0	0	0.508092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	0	0	0	0	0	0	0	0	0.000629882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.491152	0	0	0	0	0	0	0	0.508092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	3969	
59	1141171200	2006	03	01	1	0.6	0.5	40152	-1111	0	-1111	9.33105	8.95184	9.31211	-1111	1149	-1111	512	-1111	962	-1111	0	0	0	0	0	0	0	0	0.000757904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49463	0	0	0	0	0	0	0	0.504396	0	0	0	0.000108272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	0	0	0	0	0	0	0	0	0.000757904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49463	0	0	0	0	0	0	0	0.504396	0	0	0	0.000108272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	4618	
90	1143849600	2006	04	01	1	0.6	0.5	40255	-1111	0	-1111	6.65047	6.9234	6.6973	-1111	1284	-1111	642	-1111	1288	-1111	0	0	0	0	0	0	0	0	0.00029098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.489715	0	0	0	0	0	0	0	0.509703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	0	0	0	0	0	0	0	0	0.00029098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.489715	0	0	0	0	0	0	0	0.509703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	5155	
120	1146441600	2006	05	01	1	0.6	0.5	40346	-1111	0	-1111	6.6415	6.50913	6.70203	-1111	1197	-1111	560	-1111	1096	-1111	0	0	0	0	0	0	0	0	0.000268962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.489438	0	0	0	0	0	0	0	0.509845	0	0	0	0	0	0	0	0.000179308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000268962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	0	0	0	0	0	0	0	0	0.000268962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.489438	0	0	0	0	0	0	0	0.509845	0	0	0	0	0	0	0	0.000179308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000268962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	5577	
151	1149120000	2006	06	01	1	0.6	0.5	40442	-1111	0	-1111	6.1827	6.07735	6.25587	-1111	1180	-1111	550	-1111	1056	-1111	0	0	0	0	0	0	0	0	0.000339847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.493918	0	0	0	0	0	0	0	0.505317	0	0	0	0	0	0	0	0.000169924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000254885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	0	0	0	0	0	0	0	0	0.000339847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.493918	0	0	0	0	0	0	0	0.505317	0	0	0	0	0	0	0	0.000169924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000254885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	5885	
181	1151712000	2006	07	01	1	0.6	0.5	40554	-1111	0	-1111	5.77941	5.74014	5.7183	-1111	1018	-1111	525	-1111	986	-1111	0	0	0	0	0	0	0	0	0.000174216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.501008	0	0	0	0	0	0	0	0.498208	0	0	0	0	0	0	0	0.000174216	0	0	0	0	0	0	0	0.000174216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000261324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	0	0	0	0	0	0	0	0	0.000174216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.501008	0	0	0	0	0	0	0	0.498208	0	0	0	0	0	0	0	0.000174216	0	0	0	0	0	0	0	0.000174216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000261324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	5740	
212	1154390400	2006	08	01	1	0.6	0.5	40632	-1111	0	-1111	5.52665	5.65531	5.36031	-1111	980	-1111	471	-1111	935	-1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.497779	0	0	0	0	0	0	0	0.50139	0	0	0	0.000191755	0	0	0	0.000191755	0	0	0	0	0	0	0	0.000191755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000255673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.497779	0	0	0	0	0	0	0	0.50139	0	0	0	0.000191755	0	0	0	0.000191755	0	0	0	0	0	0	0	0.000191755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000255673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	5215	
243	1157068800	2006	09	01	1	0.6	0.5	40746	-1111	0	-1111	5.21864	5.21641	5.00908	-1111	950	-1111	404	-1111	837	-1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.487487	0	0	0	0	0	0	0	0.5117	0	0	0	0.000203293	0	0	0	0.000203293	0	0	0	0	0	0	0	0.000203293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000203293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.487487	0	0	0	0	0	0	0	0.5117	0	0	0	0.000203293	0	0	0	0.000203293	0	0	0	0	0	0	0	0.000203293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000203293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	4919	
273	1159660800	2006	10	01	1	0.6	0.5	40817	-1111	0	-1111	5.32268	5.24535	4.70147	-1111	813	-1111	404	-1111	784	-1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.480919	0	0	0	0	0	0	0	0.518429	0	0	0	0.000217155	0	0	0	0.000217155	0	0	0	0	0	0	0	0.000217155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.480919	0	0	0	0	0	0	0	0.518429	0	0	0	0.000217155	0	0	0	0.000217155	0	0	0	0	0	0	0	0.000217155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	4605	
