14.1835616,15.3506849,16.2684932,17.4356164,17.8547945,19.3534247
1.9260274,5.01369863,6.01369863,6.84931507,7.43013699,10.7671233
2.67945205,8.34520548,11.6,13.2657534,13.6849315,15.4356164
9.2630137,11.0191781,12.6849315,13.3479452,13.7671233,15.9369863
2.84657534,3.17534247,7.34520548,7.59726027,8.84931507,10.2657534
10.7671233,12.5150685,13.6,14.1041096,14.5178082,15.9369863
-4.57808219,14.2684932,18.939726,20.0246575,20.0246575,20.0246575
0.75890411,10.1013699,14.1041096,15.6876712,16.769863,20.0246575
-4.90684932,1.17260274,2.42739726,7.68219178,7.93150685,8.76438356
18.2712329,20.0246575,20.0246575,20.0246575,20.0246575,20.0246575
1.84383562,4.50958904,7.59726027,8.43013699,8.59726027,10.2657534
-1.40821918,1.59178082,4.92876712,8.51232877,9.01643836,10.6849315
-3.3260274,-0.323287671,3.84657534,8.2630137,9.2630137,13.5150685
10.5150685,11.3479452,11.7671233,11.9342466,12.1041096,14.6027397
19.3534247,20.0246575,20.0246575,20.0246575,20.0246575,20.0246575
4.42739726,6.59726027,7.93150685,9.34520548,9.84931507,12.6
7.10136986,7.43013699,7.76438356,8.43013699,9.59726027,12.0191781
8.68219178,9.76438356,11.6,14.4356164,14.6876712,15.769863
1.17260274,10.9342466,12.3479452,13.3479452,14.6876712,16.9369863
12.1808219,20.0246575,20.0246575,20.0246575,20.0246575,20.0246575
2.84657534,11.7671233,13.0191781,14.2684932,14.9369863,17.8547945
11.1808219,12.9342466,13.4328767,14.2684932,14.9369863,17.8547945
9.59726027,13.4328767,14.3506849,15.0219178,15.6876712,18.690411
-1.49315068,4.09863014,8.10136986,8.68219178,10.6849315,14.8547945
4.50958904,11.6,11.7671233,11.7671233,12.0191781,12.2657534
-4.83013699,1.50684932,2.17534247,2.76164384,4.26027397,6.17808219
18.2712329,20.0246575,20.0246575,20.0246575,20.0246575,20.0246575
2.84657534,3.84657534,19.0246575,19.1863014,19.4383562,20.0246575
10.2657534,11.8520548,14.1041096,15.1068493,15.8547945,18.0219178
2.92876712,7.43013699,8.76438356,12.1041096,12.9342466,15.2684932
6.59726027,9.2630137,12.5150685,13.6849315,14.6876712,18.1863014
7.59726027,9.59726027,13.1808219,14.3506849,15.1835616,18.8575342
2.34246575,3.59452055,4.92876712,5.42739726,6.09863014,11.9342466
20.0246575,20.0246575,20.0246575,20.0246575,20.0246575,20.0246575
10.2657534,10.6849315,16.2684932,16.5178082,16.9369863,18.8575342
8.2630137,8.51232877,8.68219178,8.84931507,9.01643836,11.1808219
9.59726027,14.6027397,15.6027397,16.6876712,17.8547945,20.0246575
9.17808219,15.0219178,15.2684932,15.6027397,15.769863,16.5178082
7.93150685,11.3479452,11.6,12.0191781,12.5150685,13.5150685
20.0246575,20.0246575,20.0246575,20.0246575,20.0246575,20.0246575
15.769863,16.5178082,17.2684932,18.1863014,19.1863014,20.0246575
20.0246575,20.0246575,20.0246575,20.0246575,20.0246575,20.0246575
9.59726027,14.3506849,16.2684932,17.1835616,18.0219178,20.0246575
12.3479452,12.3479452,14.1835616,14.1835616,14.1835616,14.1835616
7.76438356,7.76438356,7.76438356,7.76438356,7.76438356,7.76438356
0.506849315,8.59726027,10.6,10.7671233,10.9342466,12.2657534
-8.74794521,0.095890411,2.59452055,2.92876712,3.26027397,4.42739726
12.5150685,13.3479452,14.8547945,15.4356164,15.6876712,17.769863
11.5150685,16.3506849,17.9369863,19.3534247,20.0246575,20.0246575
6.2630137,7.43013699,9.76438356,10.4328767,11.1808219,13.3479452
12.5150685,16.1068493,16.5178082,20.0246575,20.0246575,20.0246575
7.68219178,8.59726027,9.01643836,9.2630137,9.84931507,11.5150685
6.01369863,9.43013699,10.1013699,12.9342466,13.1041096,15.9369863
8.17808219,9.93150685,12.1041096,12.6,13.3479452,14.769863
